convert_TF,touch1,touch2,touch3,touch4,touch5,tier
True,referral,,,,,2
True,referral,referral,referral,,,2
True,referral,referral,referral,,,2
True,referral,referral,social,referral,,2
True,referral,referral,,,,2
True,referral,referral,referral,,,2
True,referral,referral,referral,email,,2
True,referral,referral,,,,2
True,referral,paid_search,referral,referral,,2
True,email,,,,,2
True,referral,referral,referral,social,,2
True,referral,referral,,,,2
True,referral,referral,display,referral,referral,2
True,referral,referral,referral,display,referral,2
True,email,referral,referral,referral,,2
True,referral,referral,referral,,,2
True,referral,referral,,,,2
True,display,referral,referral,,,2
True,social,referral,social,social,referral,2
True,referral,referral,referral,,,2
True,referral,referral,referral,,,2
True,referral,paid_search,referral,,,2
True,referral,referral,,,,2
True,email,referral,referral,,,2
True,display,paid_search,referral,,,2
True,referral,referral,referral,,,2
True,referral,display,referral,,,2
True,social,referral,display,referral,referral,2
True,referral,referral,referral,referral,,2
True,referral,display,referral,,,2
True,referral,referral,email,referral,,2
True,referral,,,,,2
True,paid_search,referral,referral,,,2
True,social,referral,referral,referral,,2
True,referral,referral,referral,,,2
True,display,,,,,2
True,referral,,,,,2
True,referral,,,,,2
True,display,display,referral,,,2
True,referral,referral,display,referral,referral,2
True,referral,referral,display,referral,,2
True,referral,social,referral,social,referral,2
True,referral,paid_search,referral,,,2
True,referral,referral,referral,,,2
True,referral,referral,,,,2
True,referral,referral,referral,email,referral,2
True,referral,referral,referral,,,2
True,email,referral,referral,,,2
True,referral,referral,referral,,,2
True,referral,referral,referral,,,2
True,referral,display,display,referral,,2
True,referral,social,referral,,,2
True,display,email,referral,,,2
True,referral,social,referral,email,referral,2
True,email,referral,,,,2
True,referral,,,,,2
True,display,referral,referral,,,2
True,referral,referral,referral,,,2
True,referral,social,referral,,,2
True,social,referral,,,,2
True,referral,referral,referral,,,2
True,referral,referral,,,,2
True,referral,referral,referral,,,2
True,display,referral,,,,2
True,referral,referral,referral,,,2
True,referral,referral,referral,referral,referral,2
True,referral,referral,social,referral,,2
True,referral,,,,,2
True,social,social,referral,,,2
True,referral,,,,,2
True,referral,referral,social,,,2
True,referral,referral,,,,2
True,referral,referral,referral,,,2
True,referral,display,referral,,,2
True,referral,referral,,,,2
True,referral,email,referral,,,2
True,referral,referral,,,,2
True,referral,,,,,2
True,referral,social,referral,referral,,2
True,referral,referral,email,social,referral,2
True,referral,paid_search,display,,,2
True,referral,,,,,2
True,display,referral,email,referral,,2
True,referral,display,referral,referral,referral,2
True,referral,referral,referral,referral,,2
True,referral,display,referral,,,2
True,referral,display,referral,,,2
True,referral,referral,,,,2
True,referral,social,referral,,,2
True,referral,referral,referral,,,2
True,display,referral,referral,,,2
True,referral,referral,referral,email,,2
True,referral,social,paid_search,referral,,2
True,paid_search,referral,referral,,,2
True,referral,referral,display,referral,referral,2
True,social,referral,referral,,,2
True,referral,social,referral,,,2
True,referral,social,referral,,,2
True,referral,referral,referral,social,referral,2
True,referral,referral,referral,,,2
True,referral,display,referral,,,2
True,referral,referral,email,,,2
True,referral,social,referral,,,2
True,referral,referral,social,referral,referral,2
True,referral,display,referral,,,2
True,referral,referral,,,,2
True,referral,display,display,referral,,2
True,referral,referral,,,,2
True,email,referral,referral,referral,referral,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,referral,display,,,2
False,referral,social,social,,,2
False,paid_search,referral,,,,2
False,referral,referral,referral,,,2
False,referral,social,social,social,referral,2
False,referral,,,,,2
False,referral,referral,email,,,2
False,referral,referral,referral,referral,referral,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,paid_search,referral,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,paid_search,referral,referral,,,2
False,referral,referral,,,,2
False,referral,email,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,email,,2
False,referral,referral,social,referral,,2
False,referral,referral,referral,referral,,2
False,social,referral,referral,,,2
False,referral,email,,,,2
False,referral,referral,referral,,,2
False,email,referral,referral,referral,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,social,referral,referral,referral,,2
False,referral,referral,,,,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,referral,referral,,2
False,referral,email,referral,,,2
False,referral,referral,referral,referral,paid_search,2
False,display,referral,email,,,2
False,referral,referral,,,,2
False,referral,display,,,,2
False,referral,referral,referral,,,2
False,email,referral,referral,,,2
False,social,,,,,2
False,referral,display,display,,,2
False,referral,,,,,2
False,referral,,,,,2
False,referral,email,referral,,,2
False,referral,social,,,,2
False,email,referral,,,,2
False,referral,referral,referral,social,,2
False,referral,referral,display,email,referral,2
False,referral,,,,,2
False,referral,email,referral,referral,,2
False,referral,referral,referral,referral,referral,2
False,social,referral,referral,referral,,2
False,referral,referral,referral,referral,referral,2
False,referral,referral,referral,,,2
False,social,referral,,,,2
False,referral,,,,,2
False,referral,referral,,,,2
False,referral,referral,display,referral,,2
False,referral,display,email,referral,,2
False,referral,social,referral,,,2
False,display,referral,referral,,,2
False,referral,paid_search,referral,referral,,2
False,display,referral,,,,2
False,social,referral,referral,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,email,referral,,2
False,referral,,,,,2
False,social,display,referral,,,2
False,referral,,,,,2
False,referral,paid_search,referral,,,2
False,referral,display,referral,,,2
False,referral,display,referral,referral,,2
False,referral,referral,,,,2
False,referral,paid_search,,,,2
False,referral,referral,referral,,,2
False,referral,display,,,,2
False,referral,referral,referral,referral,,2
False,referral,social,referral,,,2
False,referral,display,email,social,,2
False,referral,social,display,display,referral,2
False,referral,referral,,,,2
False,social,referral,email,referral,,2
False,email,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,email,referral,referral,social,referral,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,email,referral,,,,2
False,referral,referral,referral,,,2
False,referral,referral,display,referral,,2
False,referral,display,referral,referral,,2
False,referral,referral,referral,referral,,2
False,referral,display,referral,,,2
False,referral,email,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,social,referral,referral,,,2
False,display,referral,referral,,,2
False,referral,display,referral,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,,,,2
False,display,referral,,,,2
False,paid_search,referral,referral,,,2
False,referral,referral,,,,2
False,referral,referral,display,referral,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,referral,,2
False,referral,display,referral,,,2
False,display,referral,referral,,,2
False,referral,referral,referral,referral,,2
False,referral,,,,,2
False,referral,referral,display,referral,referral,2
False,referral,,,,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,display,referral,,,,2
False,referral,,,,,2
False,referral,,,,,2
False,referral,display,referral,,,2
False,social,referral,referral,,,2
False,referral,referral,referral,referral,referral,2
False,paid_search,referral,referral,,,2
False,referral,referral,social,referral,,2
False,social,referral,,,,2
False,referral,social,referral,referral,display,2
False,referral,referral,,,,2
False,organic_search,referral,,,,2
False,display,referral,referral,,,2
False,email,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,social,referral,,,2
False,referral,referral,referral,referral,,2
False,referral,display,referral,,,2
False,referral,,,,,2
False,referral,display,referral,referral,,2
False,referral,referral,,,,2
False,referral,referral,referral,referral,,2
False,referral,,,,,2
False,referral,display,referral,,,2
False,referral,referral,social,referral,,2
False,referral,social,display,email,social,2
False,referral,,,,,2
False,referral,referral,,,,2
False,referral,paid_search,referral,,,2
False,referral,social,referral,,,2
False,social,referral,,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,referral,display,social,referral,referral,2
False,social,referral,referral,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,social,referral,,2
False,referral,referral,referral,paid_search,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,display,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,,,,2
False,referral,referral,display,social,referral,2
False,email,social,referral,,,2
False,referral,display,,,,2
False,referral,display,referral,referral,,2
False,referral,referral,referral,email,referral,2
False,referral,referral,display,email,referral,2
False,referral,referral,referral,referral,,2
False,referral,referral,referral,referral,,2
False,referral,social,referral,referral,,2
False,display,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,social,referral,,,,2
False,referral,,,,,2
False,email,referral,display,referral,,2
False,referral,referral,,,,2
False,referral,,,,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,social,referral,referral,,,2
False,referral,referral,social,referral,,2
False,referral,referral,referral,referral,,2
False,display,referral,,,,2
False,referral,referral,referral,,,2
False,referral,email,referral,,,2
False,referral,email,referral,,,2
False,referral,referral,,,,2
False,referral,referral,display,,,2
False,paid_search,social,,,,2
False,referral,referral,referral,social,referral,2
False,referral,referral,referral,referral,,2
False,referral,social,referral,email,referral,2
False,referral,social,referral,referral,,2
False,referral,,,,,2
False,social,referral,referral,referral,referral,2
False,referral,referral,social,referral,referral,2
False,referral,referral,referral,referral,referral,2
False,email,display,referral,,,2
False,social,,,,,2
False,display,referral,,,,2
False,referral,referral,referral,,,2
False,referral,referral,paid_search,referral,referral,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,display,referral,referral,referral,referral,2
False,referral,,,,,2
False,social,referral,display,referral,referral,2
False,referral,display,display,social,referral,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,referral,referral,referral,social,display,2
False,referral,referral,referral,referral,,2
False,referral,referral,referral,social,social,2
False,referral,email,display,referral,referral,2
False,referral,referral,referral,,,2
False,referral,referral,referral,referral,referral,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,referral,referral,,2
False,referral,,,,,2
False,referral,,,,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,referral,,2
False,paid_search,referral,referral,referral,referral,2
False,referral,referral,display,email,referral,2
False,referral,referral,referral,,,2
False,social,referral,referral,,,2
False,referral,,,,,2
False,referral,referral,referral,referral,referral,2
False,referral,referral,,,,2
False,referral,display,,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,social,display,referral,,,2
False,referral,display,,,,2
False,referral,,,,,2
False,referral,referral,social,referral,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,display,referral,social,referral,,2
False,referral,referral,referral,,,2
False,referral,paid_search,referral,referral,,2
False,referral,,,,,2
False,referral,referral,referral,referral,referral,2
False,display,referral,display,referral,,2
False,referral,organic_search,social,email,referral,2
False,referral,referral,,,,2
False,referral,,,,,2
False,referral,referral,paid_search,,,2
False,referral,referral,referral,,,2
False,referral,social,referral,,,2
False,referral,,,,,2
False,referral,referral,,,,2
False,referral,display,referral,,,2
False,referral,,,,,2
False,referral,referral,,,,2
False,referral,referral,referral,referral,referral,2
False,referral,referral,social,,,2
False,referral,referral,,,,2
False,referral,,,,,2
False,referral,display,referral,referral,,2
False,display,referral,,,,2
False,referral,referral,,,,2
False,referral,display,,,,2
False,referral,referral,referral,,,2
False,display,referral,,,,2
False,referral,referral,social,referral,,2
False,referral,referral,,,,2
False,social,referral,referral,,,2
False,referral,,,,,2
False,referral,,,,,2
False,referral,referral,social,referral,referral,2
False,referral,referral,referral,,,2
False,social,referral,referral,,,2
False,referral,referral,social,,,2
False,referral,email,referral,,,2
False,referral,email,referral,,,2
False,referral,referral,referral,,,2
False,display,referral,email,referral,,2
False,referral,email,referral,,,2
False,referral,social,referral,referral,referral,2
False,referral,display,referral,referral,,2
False,referral,referral,,,,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,referral,,2
False,display,referral,display,referral,,2
False,referral,referral,referral,,,2
False,referral,social,social,,,2
False,social,display,referral,referral,referral,2
False,referral,social,email,,,2
False,paid_search,referral,referral,,,2
False,referral,referral,,,,2
False,referral,,,,,2
False,referral,email,email,,,2
False,referral,,,,,2
False,display,referral,referral,,,2
False,referral,,,,,2
False,social,referral,referral,referral,,2
False,referral,referral,,,,2
False,referral,display,display,referral,,2
False,email,display,referral,,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,display,referral,,,,2
False,referral,display,referral,,,2
False,referral,referral,,,,2
False,referral,referral,display,referral,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,email,referral,,,2
False,social,referral,,,,2
False,referral,referral,referral,referral,,2
False,referral,social,referral,,,2
False,referral,referral,social,,,2
False,referral,referral,,,,2
False,display,referral,referral,,,2
False,referral,social,,,,2
False,referral,display,,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,display,referral,referral,,2
False,referral,display,email,referral,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,referral,referral,,2
False,referral,,,,,2
False,referral,social,referral,referral,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,referral,display,referral,,,2
False,referral,referral,display,,,2
False,display,referral,referral,display,referral,2
False,display,email,,,,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,display,referral,referral,2
False,referral,,,,,2
False,display,referral,referral,referral,referral,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,referral,referral,email,referral,,2
False,referral,referral,display,,,2
False,display,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,display,referral,referral,referral,2
False,referral,display,referral,,,2
False,referral,social,referral,referral,,2
False,referral,,,,,2
False,referral,referral,social,referral,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,referral,,2
False,referral,,,,,2
False,social,referral,referral,display,referral,2
False,referral,referral,,,,2
False,display,email,referral,referral,,2
False,referral,social,social,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,social,,2
False,email,social,display,referral,,2
False,referral,referral,display,,,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,social,referral,,,,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,display,referral,referral,referral,,2
False,referral,display,,,,2
False,referral,referral,,,,2
False,referral,referral,social,,,2
False,social,referral,referral,referral,,2
False,referral,social,referral,referral,,2
False,referral,referral,referral,referral,referral,2
False,referral,referral,social,referral,,2
False,display,referral,social,display,referral,2
False,referral,referral,referral,referral,referral,2
False,paid_search,email,referral,,,2
False,referral,referral,,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,referral,,,2
False,social,referral,referral,referral,,2
False,social,referral,referral,,,2
False,email,social,social,referral,,2
False,referral,paid_search,referral,,,2
False,referral,referral,,,,2
False,referral,referral,referral,email,referral,2
False,referral,referral,social,paid_search,referral,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,referral,social,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,display,referral,,,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,display,referral,referral,,,2
False,referral,referral,,,,2
False,display,display,referral,referral,,2
False,referral,display,referral,referral,,2
False,referral,referral,,,,2
False,display,referral,,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,display,referral,referral,2
False,referral,referral,referral,,,2
False,referral,social,referral,,,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,paid_search,social,,,2
False,referral,social,referral,social,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,display,referral,display,referral,,2
False,display,referral,referral,referral,,2
False,referral,display,referral,referral,,2
False,referral,,,,,2
False,referral,email,referral,,,2
False,referral,paid_search,referral,,,2
False,referral,referral,referral,referral,referral,2
False,display,social,referral,referral,,2
False,referral,referral,,,,2
False,referral,referral,referral,referral,,2
False,referral,,,,,2
False,referral,referral,,,,2
False,referral,social,,,,2
False,referral,display,,,,2
False,referral,display,referral,,,2
False,referral,referral,display,,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,display,display,referral,referral,,2
False,email,email,referral,referral,referral,2
False,referral,referral,referral,referral,,2
False,referral,social,referral,,,2
False,referral,referral,,,,2
False,referral,display,referral,display,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,referral,social,social,,,2
False,referral,referral,social,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,social,referral,referral,,,2
False,display,email,referral,referral,,2
False,referral,social,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,referral,referral,referral,paid_search,referral,2
False,referral,referral,referral,,,2
False,referral,referral,social,referral,,2
False,referral,paid_search,,,,2
False,social,referral,referral,referral,referral,2
False,social,referral,,,,2
False,referral,referral,,,,2
False,referral,display,,,,2
False,referral,,,,,2
False,display,referral,referral,referral,referral,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,social,referral,,,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,referral,referral,email,,,2
False,referral,display,referral,referral,,2
False,referral,,,,,2
False,referral,display,paid_search,referral,referral,2
False,referral,referral,display,referral,,2
False,display,referral,,,,2
False,referral,referral,,,,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,referral,,2
False,email,referral,referral,,,2
False,referral,social,,,,2
False,email,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,referral,referral,,2
False,social,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,email,referral,,2
False,social,referral,referral,,,2
False,referral,referral,,,,2
False,paid_search,referral,,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,referral,referral,,2
False,display,referral,referral,,,2
False,referral,display,referral,,,2
False,referral,referral,referral,,,2
False,referral,email,referral,,,2
False,email,display,referral,referral,referral,2
False,referral,referral,referral,referral,social,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,referral,referral,social,,,2
False,referral,referral,display,referral,,2
False,email,referral,,,,2
False,social,referral,,,,2
False,referral,,,,,2
False,referral,display,referral,referral,referral,2
False,referral,referral,social,paid_search,,2
False,referral,display,referral,,,2
False,display,referral,referral,,,2
False,referral,,,,,2
False,referral,referral,social,referral,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,referral,referral,display,referral,,2
False,referral,referral,referral,referral,,2
False,referral,display,referral,social,referral,2
False,display,paid_search,referral,,,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,social,display,referral,referral,,2
False,referral,social,,,,2
False,referral,referral,display,referral,,2
False,referral,referral,referral,,,2
False,referral,display,display,,,2
False,referral,,,,,2
False,referral,,,,,2
False,referral,social,referral,,,2
False,referral,display,referral,referral,,2
False,paid_search,referral,,,,2
False,email,referral,,,,2
False,referral,referral,social,referral,,2
False,referral,display,display,,,2
False,referral,display,,,,2
False,referral,referral,referral,referral,,2
False,display,referral,referral,,,2
False,referral,,,,,2
False,referral,referral,referral,paid_search,referral,2
False,display,referral,referral,,,2
False,referral,,,,,2
False,referral,referral,,,,2
False,email,social,referral,,,2
False,referral,referral,referral,referral,,2
False,referral,,,,,2
False,referral,social,referral,display,,2
False,referral,email,social,referral,,2
False,email,referral,,,,2
False,referral,social,referral,email,,2
False,referral,,,,,2
False,social,referral,referral,,,2
False,referral,referral,,,,2
False,referral,referral,email,referral,,2
False,social,referral,referral,display,referral,2
False,referral,referral,,,,2
False,referral,referral,referral,referral,referral,2
False,referral,,,,,2
False,referral,referral,display,,,2
False,referral,referral,,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,email,referral,referral,2
False,social,referral,referral,,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,referral,referral,,2
False,display,,,,,2
False,referral,social,referral,referral,,2
False,referral,email,referral,,,2
False,display,referral,,,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,display,referral,,2
False,referral,referral,social,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,display,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,display,,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,email,email,social,referral,,2
False,display,referral,,,,2
False,referral,referral,referral,referral,display,2
False,social,referral,,,,2
False,social,social,referral,referral,,2
False,referral,referral,referral,email,,2
False,social,referral,referral,,,2
False,referral,,,,,2
False,social,display,referral,,,2
False,display,referral,referral,,,2
False,referral,,,,,2
False,social,referral,referral,,,2
False,referral,referral,,,,2
False,paid_search,referral,referral,referral,referral,2
False,referral,referral,referral,referral,,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,referral,referral,paid_search,,,2
False,referral,referral,referral,,,2
False,referral,referral,display,social,referral,2
False,referral,display,,,,2
False,referral,referral,,,,2
False,referral,referral,social,referral,,2
False,social,referral,,,,2
False,referral,social,referral,display,,2
False,referral,referral,,,,2
False,email,,,,,2
False,display,social,referral,,,2
False,email,referral,email,social,referral,2
False,referral,paid_search,social,referral,social,2
False,referral,display,referral,,,2
False,referral,referral,,,,2
False,referral,referral,referral,referral,referral,2
False,referral,display,referral,,,2
False,display,,,,,2
False,referral,referral,,,,2
False,referral,referral,display,referral,referral,2
False,referral,social,referral,referral,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,referral,referral,,,,2
False,referral,referral,display,,,2
False,referral,referral,referral,,,2
False,email,referral,social,referral,referral,2
False,referral,referral,email,referral,referral,2
False,referral,referral,referral,,,2
False,referral,referral,referral,referral,referral,2
False,display,referral,referral,,,2
False,referral,referral,social,,,2
False,social,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,display,referral,,2
False,referral,display,referral,,,2
False,referral,display,social,referral,,2
False,referral,referral,email,,,2
False,referral,referral,social,referral,referral,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,display,referral,,,2
False,referral,referral,social,,,2
False,referral,,,,,2
False,display,referral,display,,,2
False,referral,referral,referral,referral,referral,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,referral,paid_search,referral,referral,,2
False,referral,email,,,,2
False,referral,referral,,,,2
False,referral,,,,,2
False,referral,referral,display,,,2
False,social,referral,referral,,,2
False,social,referral,,,,2
False,display,referral,,,,2
False,referral,referral,referral,social,,2
False,referral,referral,referral,,,2
False,referral,social,,,,2
False,referral,,,,,2
False,referral,,,,,2
False,referral,referral,referral,referral,social,2
False,referral,,,,,2
False,referral,referral,,,,2
False,referral,,,,,2
False,referral,referral,referral,referral,referral,2
False,referral,display,referral,,,2
False,referral,email,referral,,,2
False,referral,referral,,,,2
False,referral,referral,referral,display,,2
False,referral,social,referral,referral,,2
False,referral,referral,referral,,,2
False,referral,referral,display,referral,,2
False,email,email,referral,referral,referral,2
False,email,referral,referral,referral,referral,2
False,referral,referral,,,,2
False,referral,,,,,2
False,referral,display,referral,,,2
False,display,referral,,,,2
False,referral,referral,display,,,2
False,referral,social,,,,2
False,referral,,,,,2
False,referral,social,,,,2
False,display,referral,referral,referral,,2
False,referral,referral,,,,2
False,referral,display,referral,,,2
False,referral,referral,,,,2
False,social,referral,referral,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,referral,referral,social,social,referral,2
False,display,display,referral,referral,,2
False,referral,referral,referral,,,2
False,display,social,referral,,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,display,referral,,,,2
False,referral,social,,,,2
False,social,referral,referral,referral,,2
False,referral,email,referral,,,2
False,referral,,,,,2
False,social,referral,display,referral,referral,2
False,referral,email,referral,display,,2
False,referral,referral,,,,2
False,display,email,referral,,,2
False,referral,,,,,2
False,referral,referral,referral,social,,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,display,referral,referral,,,2
False,referral,social,,,,2
False,email,referral,referral,,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,display,,,2
False,referral,email,referral,referral,,2
False,referral,referral,referral,,,2
False,display,paid_search,referral,referral,,2
False,paid_search,referral,social,referral,,2
False,referral,referral,email,referral,,2
False,referral,referral,referral,,,2
False,referral,display,referral,referral,,2
False,referral,display,referral,,,2
False,referral,email,,,,2
False,referral,display,,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,email,referral,referral,,,2
False,referral,referral,,,,2
False,email,referral,referral,,,2
False,display,referral,referral,referral,,2
False,referral,,,,,2
False,referral,referral,social,referral,,2
False,referral,referral,display,,,2
False,referral,referral,display,referral,,2
False,display,referral,,,,2
False,social,,,,,2
False,display,referral,,,,2
False,referral,referral,referral,referral,referral,2
False,referral,referral,referral,,,2
False,referral,email,referral,,,2
False,referral,referral,,,,2
False,display,referral,,,,2
False,referral,referral,referral,,,2
False,referral,social,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,referral,,2
False,display,referral,,,,2
False,display,social,referral,referral,referral,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,referral,referral,social,email,display,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,email,email,referral,,2
False,referral,email,referral,,,2
False,referral,referral,,,,2
False,social,referral,display,,,2
False,email,referral,referral,social,,2
False,referral,referral,,,,2
False,display,referral,referral,referral,referral,2
False,display,referral,referral,,,2
False,referral,referral,,,,2
False,referral,referral,,,,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,referral,display,referral,referral,,2
False,referral,referral,referral,display,referral,2
False,referral,display,referral,,,2
False,display,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,referral,display,2
False,referral,referral,social,social,,2
False,referral,referral,,,,2
False,social,referral,referral,,,2
False,referral,paid_search,referral,referral,,2
False,referral,social,referral,,,2
False,email,referral,referral,,,2
False,referral,email,display,referral,,2
False,social,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,,,,2
False,referral,social,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,referral,display,display,referral,,2
False,referral,referral,referral,,,2
False,referral,referral,referral,,,2
False,referral,,,,,2
False,referral,social,referral,,,2
False,referral,social,referral,referral,referral,2
False,referral,,,,,2
False,referral,referral,referral,,,2
False,referral,referral,social,referral,,2
False,referral,referral,,,,2
False,referral,,,,,2
False,email,display,referral,,,2
False,referral,paid_search,referral,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,,,,2
False,referral,referral,social,referral,referral,2
False,referral,display,,,,2
False,referral,display,social,referral,,2
False,display,referral,referral,,,2
False,referral,,,,,2
False,referral,social,referral,,,2
False,referral,referral,referral,,,2
False,referral,referral,,,,2
False,referral,referral,referral,,,2
False,referral,email,paid_search,,,2
False,social,referral,referral,referral,,2
False,referral,,,,,2
False,referral,referral,referral,referral,,2
False,display,referral,referral,,,2
False,referral,referral,,,,2
False,referral,referral,referral,referral,,2
False,referral,referral,,,,2
False,referral,referral,referral,referral,referral,2
